demvote,repvote,vote,demvoteshare,lagdemvoteshare,realada
111445,125734,.57703084,.46987718,.59024113,
45777,66395,.77536231,.40809649,,1.53
58215,77725,.63470322,.42824039,.40809649,14.9
41680,79007,.72222221,.34535617,.42824039,30.17
44367,114656,.6339286,.27899739,.34535617,8.4200001
44212,86768,.616,.33754772,.27899739,30.35
45767,116682,.6736111,.28173149,.33754772,11.55
49777,87704,.5,.36206457,.28173149,3.3599999
65305,99604,.6134454,.39600629,.36206457,9.6300001
44171,66283,.45555556,.39990404,.39600629,2.78
61726,74380,.66139239,.45351416,.39990404,9.6599998
36273,75680,.7275064,.32400203,.45351416,12.8
61947,88562,.80716252,.41158336,.32400203,6.3000002
34568,90585,.6981132,.27620593,.41158336,6.0900002
75513,98454,.72074729,.43406507,.27620593,14.28
59639,94319,.69761711,.38737187,.43406507,28.639999
62032,123143,.77247959,.33499122,.38737187,31.52
0,107791,.69179785,0,.33499122,29
39589,135976,.71230984,.22549483,0,24.690001
43843,133462,.61012655,.24727447,.22549483,8.8100004
56156,168332,.59523809,.25015146,.24727447,7.98
67574,92508,.59025788,.42212117,.25015146,
102777,117710,.52042007,.46613634,.42212117,-.54000002
69328,90237,.52530932,.43448123,.46613634,2.8199999
52010,150696,.63030887,.25657851,.43448123,21.24
79042,64325,.58914727,.55132633,,76.169998
88476,65341,.59134614,.575203,.55132633,70.779999
90420,60087,.46666667,.6007694,.575203,70.07
,111025,.72321427,,.6007694,12.7
48808,77891,.59482759,.38522798,,15.02
52064,107959,.63302749,.32535324,.38522798,-.87
73384,62443,.70454544,.54027551,.32535324,47.16
98990,59890,.72197312,.62304884,.54027551,67.330002
57414,77875,.69483566,.42438039,.62304884,12.54
75660,86717,.78078079,.46595269,.42438039,14.56
36195,94331,.76076555,.27730107,.46595269,29.120001
43254,95793,.79746836,.31107467,.27730107,24.6
47306,90884,.6840077,.34232578,.31107467,6.0900002
111481,83451,.73385519,.57189685,.34232578,71.639999
88660,61379,.70631665,.59091306,.57189685,58.330002
101419,81597,.73727089,.55415374,.59091306,48
76251,67071,.70409983,.53202581,.55415374,54.529999
56535,108128,.69806451,.3433376,.53202581,14.56
116386,8638,.71308523,.93090928,.3433376,75.800003
139979,61797,.69184655,.69373465,.93090928,70.900002
99745,0,.72533631,1,.69373465,81.779999
133917,50229,.7472924,.72723275,1,69.919998
68367,39053,.67444575,.6364457,.72723275,92.059998
38666,89778,.74766356,.30103391,,14.76
52059,98618,.63730568,.34550065,.30103391,14.9
42680,100425,.65217394,.29824254,.34550065,37.110001
41803,98653,.60975611,.29762346,.29824254,8.4200001
31279,70708,.60655737,.30669594,.29762346,.70999998
38793,103419,.57037038,.27278289,.30669594,6.5599999
40010,73698,.49315068,.35186619,.27278289,3.3599999
53130,91710,.5,.36681855,.35186619,
41412,92460,.64423078,.30934027,.36681855,19.040001
69277,97213,.74418604,.41610307,.30934027,12.74
45761,88378,.73441106,.34114611,.41610307,34.77
50549,110080,.75505048,.31469411,.34114611,65.260002
45373,90196,.70918369,.33468565,.31469411,45.73
53039,132139,.71671993,.28642172,.33468565,28.42
45043,97380,.67624682,.31626213,.28642172,32.040001
48855,125163,.75354105,.28074682,.31626213,18.540001
58286,82501,.63884157,.41400129,.28074682,4.5799999
39542,132831,.65643275,.22939788,.41400129,14.56
126091,19791,.73333335,.86433554,.22939788,84.529999
155198,44880,.71031284,.77568746,.86433554,93.43
109256,19147,.73608017,.85088354,.77568746,83.68
139604,0,.75761122,1,.85088354,75.699997
84905,18181,.68402779,.82363272,1,87
22368,64217,.74626863,.25833574,,-.38999999
43777,70715,.65938866,.38235858,.25833574,2.3599999
32446,67739,.79720283,.32386085,.38235858,-2.05
65080,97488,.64028776,.40032479,.32386085,-2.1199999
53112,77659,.59712231,.4061451,.40032479,-8.1700001
70837,95681,.55223882,.42540145,.4061451,
68271,70482,.62711865,.49203262,.42540145,12.6
79153,98063,.72093022,.44664702,.49203262,24.049999
67149,84780,.70731705,.44197619,.44664702,12.53
96219,91697,.74324322,.51203197,.44197619,71.690002
90044,62559,.72847682,.59005392,.51203197,78.690002
96520,82333,.75999999,.53966105,.59005392,73.400002
60452,88786,.62568808,.40507108,.53966105,8.4499998
46509,142803,.68502414,.24567381,.40507108,57.23
45408,105585,.70923913,.30072919,.24567381,62.970001
58247,126566,.73241478,.31516722,.30072919,70.449997
37883,133278,.70170456,.22132963,,38.619999
99502,63972,.70747423,.60867172,.22132963,21.93
110902,91016,.71098268,.54924273,.60867172,27.219999
56898,85856,.66703784,.39857376,.54924273,
0,131078,.67351872,0,.39857376,30.25
37421,89831,.60370797,.29407004,0,23.450001
48854,58040,.77173913,.4570322,,
62855,62717,.56886226,.5005495,.4570322,43.16
54284,60657,.75977653,.47227708,.5005495,16.92
65763,113778,.64179105,.36628401,.47227708,8.4200001
51358,90002,.65384614,.36331353,.36628401,30.35
59354,124108,.6927374,.32352203,.36331353,23.98
77449,90285,.62345678,.46173704,.32352203,33.82
87347,105241,.74222225,.45354331,.46173704,9.6300001
78560,65697,.75576037,.54458362,.45354331,74.360001
110948,62463,.76132929,.63979793,.54458362,73.620003
93746,48668,.71948051,.65826392,.63979793,42.669998
112640,47849,.76901406,.70185494,.65826392,44.669998
82425,76381,.72396696,.5190295,.70185494,75.459999
53321,127298,.63578945,.29521257,.5190295,42.82
63012,90269,.61381072,.41108814,.29521257,16.48
67177,120738,.68102849,.3574861,.41108814,38.009998
36428,96119,.58560139,.27483082,.3574861,27
44754,127623,.64705884,.25962859,.27483082,24.690001
44371,76372,.73376626,.36748299,,-.38999999
71847,78409,.66666669,.47816393,.36748299,20.040001
50107,81508,.76073617,.38070887,.47816393,29.290001
47189,110304,.56834531,.29962602,.38070887,12.7
36910,79850,.55555558,.31611854,.29962602,12.28
47764,109101,.5775401,.30449113,.31611854,-.5
45822,84019,.44886363,.35290855,.30449113,3.3599999
76120,84441,.41395348,.47408772,.35290855,2.4200001
66371,96581,.71111113,.40730399,.47408772,41.82
81509,107406,.73404253,.43145859,.40730399,64.57
37129,110514,.73242629,.25147822,.43145859,71.82
46008,138400,.72938144,.24949026,.25147822,83.029999
38898,123209,.72402042,.23995262,.24949026,51.189999
82095,110238,.6785351,.42683783,.23995262,38.389999
90498,61442,.70847458,.5956167,.42683783,82.449997
123246,61701,.69353718,.66638553,.5956167,53.41
99497,31527,.67474049,.75937998,.66638553,71.529999
122929,48428,.70794076,.71738535,.75937998,75.050003
23687,59920,.80158728,.2833136,,-5.5799999
35503,65848,.66285712,.35029748,.2833136,20.040001
33018,60278,.68907565,.35390586,.35029748,23.23
57474,131172,.6111111,.30466589,.35390586,-4.6999998
37525,94840,.56,.28349638,.30466589,15.02
53830,136044,.70652175,.2835038,.28349638,
52636,101279,.56983238,.34198096,.2835038,12.6
71354,123782,.68493152,.36566293,.34198096,
56428,101821,.69955158,.35657731,.36566293,12.53
80411,98923,.74380165,.44838682,.35657731,14.56
46201,104342,.7772727,.3068957,.44838682,10.55
50930,129697,.73444974,.28196228,.3068957,32.200001
48061,107677,.70345962,.30860162,.28196228,14.28
114603,44103,.69693655,.72210878,.30860162,61.18
84064,27531,.72316384,.75329542,.72210878,92.660004
100042,23660,.72904092,.80873388,.75329542,80.470001
70911,17585,.71299344,.80129045,.80873388,77
94890,16560,.73751599,.85141319,.80129045,80.25
24576,63382,.6878981,.27940607,,-.38999999
48222,66695,.52777779,.4196246,.27940607,2.3599999
31115,68474,.66265059,.31243411,.4196246,-2.79
56177,128566,.58219177,.30408189,.31243411,18.950001
40400,103293,.63087249,.28115496,.30408189,30.35
53477,135572,.66321242,.28287375,.28115496,23.98
66806,92944,.64880955,.41819093,.28287375,21.84
84716,114871,.70810813,.42445651,.41819093,9.6300001
36992,83361,.5687204,.3073625,.42445651,9.29
64179,90201,.66463417,.41572094,.3073625,14.56
35785,82137,.77014923,.30346331,.41572094,
47093,90281,.76136363,.34280869,.30346331,13.02
37961,94906,.69444442,.28570676,.34280869,18.969999
57585,156967,.68244576,.26839647,.28570676,18.440001
48929,126687,.63567203,.27861357,.26839647,9.1599998
46307,165702,.69378698,.21841997,.27861357,18.540001
0,113928,.63586956,0,.21841997,10.96
37875,167434,.65306121,.18447803,0,14.56
23205,61330,.69841272,.27450168,,-.38999999
37272,70659,.62886596,.34533173,.27450168,8.9099998
31639,64377,.72580647,.32951799,.34533173,3.73
55483,107501,.66438359,.34041992,.32951799,18.950001
45000,82769,.65771812,.35219809,.34041992,30.35
48634,116043,.68648648,.29532966,.35219809,14.51
48144,90004,.61452514,.34849581,.29532966,12.6
69704,103162,.73305082,.40322563,.34849581,
55774,99527,.52631581,.35913485,.40322563,2.78
108235,96934,.71903324,.52754068,.35913485,67.610001
95671,87230,.69471157,.52307534,.52754068,66.25
120509,92589,.6392405,.56550974,.52307534,102.21
90949,96989,.68600684,.48393086,.56550974,18.969999
49253,126147,.69569778,.28080389,.48393086,38.389999
53866,87321,.63205826,.38152239,.28080389,
109986,68018,.70525569,.61788499,.38152239,89.910004
79385,56431,.66943675,.58450401,.61788499,83
93839,75039,.71590906,.5556615,.58450401,90.660004
55321,84852,.72839504,.39466232,,16.629999
85505,90305,.61363637,.4863489,.39466232,26.040001
52363,103710,.68333334,.33550325,.4863489,37.110001
69087,102565,.64615387,.40248293,.33550325,12.7
46956,77016,.58730161,.37876296,.40248293,-18.4
64872,117051,.69444442,.35659042,.37876296,-13.3
54728,90066,.6100629,.37797147,.35659042,12.6
85005,104752,.69417477,.44796768,.37797147,
67004,72706,.58536583,.47959346,.44796768,6.0300002
81531,90745,.76595747,.47325802,.47959346,17.67
54303,85801,.779661,.38759065,.47325802,16.120001
56201,106984,.77078086,.34440053,.38759065,25.49
50418,87183,.74165201,.36640722,.34440053,26.91
26332,65975,.72535211,.28526548,,9.5200005
45155,67882,.627451,.39947096,.28526548,2.3599999
35370,64801,.77514791,.35309622,.39947096,16.92
75552,95755,.66666669,.44103277,.35309622,30.110001
45144,77259,.61290324,.3688145,.44103277,30.35
54776,99151,.53787881,.35585698,.3688145,23.98
60360,59634,.65088755,.50302517,.35585698,63.630001
82114,63889,.70666665,.5624131,.50302517,67.330002
93982,37544,.70531398,.71455073,.5624131,64.599998
130961,28578,.74515235,.82087141,.71455073,67.610001
92222,28491,.7227273,.76397735,.82087141,71.82
96703,27920,.76288658,.77596432,.76397735,81.529999
79151,20108,.70036101,.79741889,.77596432,57.009998
43028,71862,.75396824,.37451476,,16.629999
69290,75842,.63855422,.47742745,.37451476,15.24
53310,75377,.7735849,.41426095,.47742745,10.22
81201,100434,.61016947,.44705591,.41426095,-2.1199999
60880,82707,.55882353,.42399383,.44705591,15.02
80568,117178,.61627907,.40743175,.42399383,-.87
69747,99799,.5345912,.41137508,.40743175,3.3599999
93492,122073,.53603601,.43370676,.41137508,
38108,71758,.7361111,.34685889,,9.5200005
72388,66729,.58536583,.52033901,.34685889,66.279999
58327,61781,.74683547,.48562127,.52033901,23.23
44276,91534,.54609931,.32601428,.48562127,-12.65
34590,66852,.60000002,.34098303,.32601428,.70999998
42476,93079,.58083832,.31334883,.34098303,11.55
36799,68896,.5,.34816217,.31334883,
48423,87585,.62135923,.35603052,.34816217,9.6300001
49798,67495,.69863015,.42456073,,-.38999999
79795,71275,.61240309,.52819884,.42456073,77.410004
66541,69260,.7453416,.48998904,.52819884,-2.79
20205,53327,.58974361,.27477834,,-12.69
35406,58340,.55364805,.37768012,.27477834,-3.28
27317,54490,.64534885,.33392009,.37768012,-2.79
52593,70680,.69662923,.42663842,,7.6900001
70165,61165,.59808612,.5342648,.42663842,66.279999
69300,59593,.44025156,.53765529,.5342648,80.419998
89879,41948,.74380165,.68179506,.53765529,71.629997
68531,42893,.648,.61504704,.68179506,42.959999
74511,44333,.6069364,.62696475,.61504704,72.779999
67531,36854,.72392637,.6469416,.62696475,73.040001
88805,26601,.7669903,.76950073,.6469416,74.540001
102722,58953,.74054056,.63536108,.76950073,71.120003
129471,50780,.73006135,.71828175,.63536108,81.849998
90100,46280,.66929132,.66065407,.71828175,86.599998
113696,38432,.72566372,.74737066,.66065407,63.849998
79425,34649,.72038835,.69625854,.74737066,87.120003
118953,59807,.68723851,.66543412,.69625854,76.809998
96988,29772,.63789868,.76513094,.66543412,23.74
117087,40191,.70294118,.74445885,.76513094,69.650002
104412,37913,.69125992,.73361671,.74445885,63
103626,38155,.7131682,.73088777,,85.5
148123,49559,.69835234,.74929941,.73088777,91.870003
88224,29811,.72479242,.74743932,.74929941,83.68
128076,39749,.7361446,.76315212,.74743932,76.019997
73423,19018,.69629627,.79426879,.76315212,97.110001
150172,35419,.64785993,.80915564,.79426879,92.290001
66674,70474,.70802921,.48614636,,-12.69
82863,69604,.61777776,.54348153,.48614636,71.419998
83344,62970,.45833334,.56962425,.54348153,80.419998
105553,65159,.74626863,.61831039,.56962425,83.300003
80377,50857,.68235296,.61247087,.61831039,53.18
95567,57773,.60215056,.62323594,.61247087,72.779999
84058,42759,.74418604,.6628291,.62323594,78.129997
109452,42019,.74257427,.72259378,.6628291,
86812,42607,.76237625,.67078251,.72259378,71.110001
125100,30801,.68076921,.8024323,.67078251,86.790001
76372,51079,.65803111,.59922636,.8024323,84.82
102869,44041,.67282319,.70021784,.59922636,89.660004
70530,32858,.63185841,.6821875,.70021784,93.919998
107509,45753,.67932963,.70147198,.6821875,84.629997
75033,26353,.66633266,.74007261,.70147198,68.330002
109855,37907,.68956745,.74345911,.74007261,80.470001
132594,25785,.67044467,.83719432,.74345911,100.23
127106,0,.70227921,1,.83719432,85.470001
120744,0,.68704158,1,1,89.580002
200484,18224,.71082801,.91667432,1,78.610001
128399,0,.73591989,1,.91667432,85.660004
184322,12365,.75126261,.93713361,1,92.300003
94584,8118,.67251462,.92095578,.93713361,
164355,47906,.67197454,.77430618,.92095578,
50962,83618,.74637681,.37867439,,1.53
70075,76009,.61792451,.47968978,.37867439,2.3599999
67286,68217,.70229006,.49656466,.47968978,16.92
81837,58191,.73381293,.58443314,.49656466,83.300003
61639,49702,.64963502,.55360562,.58443314,63.41
71161,47550,.625,.59944737,.55360562,72.779999
65201,37420,.73988438,.63535726,.59944737,78.129997
80258,34956,.78297871,.69659936,.63535726,
81405,55827,.7631579,.59319258,.69659936,74.360001
111885,43471,.74801064,.72018462,.59319258,76.589996
64575,49434,.70378619,.56640267,.72018462,93.629997
75728,47813,.73449129,.6129787,.56640267,85.599998
54755,42393,.68015414,.56362456,.6129787,72.489998
101144,57787,.69049948,.63640195,.56362456,84.629997
84675,27692,.7018702,.75355756,.63640195,92.660004
98627,35491,.71172416,.73537481,.75355756,63.959999
86915,33750,.71441358,.72030002,.73537481,63.029999
67942,40866,1,.624421,.72030002,
97161,94497,.72114283,.5069499,.624421,74.43
152598,85358,.70622122,.64128661,.5069499,81.389999
107804,66693,.74122804,.61779857,.64128661,74.029999
135590,78909,.75321639,.63212419,.61779857,70.93
89908,59901,.7036199,.60015088,.63212419,75.019997
130828,86787,.66666669,.60119015,.60015088,67.830002
49025,55239,.69594592,.47020066,,-.38999999
70129,50236,.55769229,.58263618,.47020066,70.779999
65255,48280,.44374999,.57475668,.58263618,80.419998
90077,38228,.75590551,.70205373,.57475668,71.629997
60564,31551,.65671641,.6574825,.70205373,63.41
75374,33672,.46739131,.69121289,.6574825,73.68
63031,23845,.72839504,.72552836,.69121289,73.040001
84053,23146,.78354979,.78408378,.72552836,
104300,82014,.73333335,.55980766,.78408378,74.360001
135681,75901,.56999999,.64126909,.55980766,
98793,91620,.71226418,.51883537,.64126909,71.669998
131810,88229,.7182045,.5990302,.51883537,85.599998
113920,77817,.74137932,.59414721,.5990302,83.389999
129105,102013,.70221329,.55861074,.59414721,80.720001
123952,50688,.72152948,.70975721,.55861074,73.169998
144890,69700,.71696752,.67519456,.70975721,64.239998
87555,119445,.68198872,.42297101,.67519456,10.96
73895,127475,.69856459,.3669613,.42297101,34.82
100481,64539,.71481943,.60890198,.3669613,75.800003
114040,86769,.66033256,.5679028,.60890198,65.660004
86133,55165,.71531963,.60958397,.5679028,62.400002
124041,52402,.71288341,.70300889,.60958397,41.439999
74114,58469,.70028406,.55900079,.70300889,51.59
186684,48484,.66076422,.79383248,.55900079,
56086,73946,.71812081,.4313246,,7.6900001
77221,75007,.58571428,.50727201,.4313246,66.279999
84177,67525,.45238096,.5548839,.50727201,70.07
104112,88040,.73770493,.54182106,.5548839,73.629997
87435,71462,.66666669,.55026209,.54182106,74.309998
107021,93612,.5925926,.53341675,.55026209,61.25
100680,81530,.73780489,.55254924,.53341675,73.040001
140658,90087,.7772727,.60958201,.55254924,74.540001
94501,74557,.75555557,.55898565,.60958201,
117049,62446,.74619287,.65210176,.55898565,76.589996
86128,59515,.67942584,.59136379,.65210176,90.389999
108243,48455,.67263424,.69077462,.59136379,102.21
80142,38955,.7062937,.67291367,.69077462,105.58
66329,121346,.66701138,.35342482,.67291367,18.440001
56626,83526,.67532468,.40403277,.35342482,19.360001
81299,119682,.72046703,.40451089,.40403277,12.05
36704,119565,.65473145,.23487704,.40451089,9.8900003
47092,148898,.68705547,.24027756,.23487704,12.6
44170,90648,.65906209,.32762688,.24027756,3.76
53586,141965,.60674155,.27402571,.32762688,14.37
45648,87593,.68850577,.34259725,.27402571,22.52
42758,153453,.65934068,.21791847,.34259725,18.52
50597,75097,.60202789,.4025411,.21791847,2.8199999
58557,82671,.76296294,.4146274,,1.53
65535,86755,.63461536,.43033028,.4146274,20.040001
73913,74316,.64661652,.49864063,.43033028,60.630001
87124,93368,.66666669,.48270282,.49864063,18.950001
72587,74328,.62878788,.49407479,.48270282,42.959999
85541,90966,.64596272,.48463234,.49407479,48.830002
83491,67205,.73563218,.55403596,.48463234,78.129997
109275,74132,.78151262,.59580606,.55403596,74.540001
112959,107724,.74660635,.51186091,.59580606,71.110001
144697,88495,.75654453,.62050587,.51186091,76.589996
91538,71508,.74137932,.56142437,.62050587,64.639999
94247,87090,.73566085,.51973397,.56142437,69.330002
96453,48397,.72149533,.66588193,.51973397,51.189999
119557,64076,.71428573,.65106487,.66588193,52.799999
111127,35805,.71953255,.75631583,.65106487,48.119999
133624,46103,.76630437,.74348319,.75631583,50.98
196432,37746,.72485453,.83881491,.74348319,41
117965,57844,.70618558,.67098385,.83881491,43.830002
108230,42155,.72215712,.71968615,.67098385,56.400002
181165,0,.70451909,1,.71968615,63.779999
98142,43858,.73551911,.69114083,1,77.910004
114119,65278,.74412531,.63612545,.69114083,41.439999
74394,56093,.70209974,.57012576,.63612545,41.470001
108312,99694,.68876612,.52071577,.57012576,
38253,76021,.76760566,.33474806,,7.6900001
56263,91394,.64957267,.38103849,.33474806,-3.28
54425,91387,.74846625,.3732546,.38103849,3.29
79423,127918,.62204725,.38305497,.3732546,-2.1199999
65086,101282,.58620691,.39121705,.38305497,15.02
84764,137764,.62589926,.38091385,.39121705,-.5
78747,114275,.63483149,.40796903,.38091385,12.6
120839,136021,.70616114,.47044694,.40796903,
88482,136955,.65425533,.39249104,.47044694,22.299999
123750,129572,.69135803,.4885087,.39249104,12.74
58766,101042,.76106197,.36772877,.4885087,12.8
79782,105699,.76303315,.4301357,.36772877,12.4
62722,91042,.70512819,.40791082,.4301357,8.0699997
79578,122622,.68485522,.39356083,.40791082,14.28
89680,70894,.68049794,.55849642,.39356083,97.300003
109436,92788,.68067795,.54116225,.55849642,112.94
79771,78403,.64518976,.50432438,.54116225,100
99381,87643,.67022699,.53138101,.50432438,106.27
105775,85023,.67607361,.55438215,.53138101,80.650002
124458,124046,.67492712,.50082898,.55438215,78.610001
69557,110118,.64552659,.38712674,.50082898,
73745,155387,.66312057,.32184505,.38712674,30.25
56292,105868,.5451389,.34713864,.32184505,18.290001
91623,180648,.58161348,.336514,.34713864,23.790001
34260,49196,.71428573,.41051573,,
42878,62229,.61809045,.4079462,.41051573,8.9099998
40502,56300,.80246913,.41840044,.4079462,
57723,83966,.5714286,.40739223,.41840044,-12.65
59848,62897,.49579832,.48757994,.40739223,-8.1700001
77229,98023,.63684213,.44067401,.48757994,48.830002
71583,85010,.67039108,.45712772,.44067401,21.84
95140,121564,.71428573,.43903205,.45712772,24.049999
84043,101853,.66816145,.45209688,.43903205,19.040001
107670,112472,.70857143,.48909339,.45209688,12.74
47845,70435,.79347825,.40450627,.48909339,34.77
60324,94254,.73255813,.39024958,.40450627,63.849998
51464,73041,.73905998,.41334885,.39024958,81.300003
64069,115799,.67575461,.3562001,.41334885,91.589996
54815,75313,.6738382,.42123908,.3562001,87.089996
93855,92543,.67307693,.50351936,.42123908,96.709999
89276,56776,.67673469,.61126173,.50351936,94
99593,103585,.69282812,.49017611,.61126173,34.82
83242,80928,.71513003,.50704759,.49017611,85.5
112648,108696,.7096774,.50892729,.50704759,88.489998
85731,70047,.73467112,.55034089,.50892729,89.540001
128153,93648,.74415886,.5777837,.55034089,87.209999
85015,65100,.71347678,.56633246,.5777837,90.489998
114095,129593,.62159622,.46820113,.56633246,
24175,64311,.73548388,.27320707,,-12.69
36677,74726,.62301588,.3292281,.27320707,-3.28
34317,70368,.78658539,.32781202,.3292281,16.92
51268,100578,.66187048,.33763155,.32781202,4
45402,76163,.58503401,.37347922,.33763155,2.05
50947,110230,.65168542,.31609347,.37347922,11.55
54220,88193,.60000002,.38072366,.31609347,3.3599999
64659,128917,.68095237,.33402383,.38072366,9.6300001
55565,113880,.60747665,.32792351,.33402383,9.2799997
81823,111545,.68907565,.42314655,.32792351,9.6599998
48656,81516,.6820513,.37378237,.42314655,16.120001
56532,100399,.74358976,.36023477,.37378237,
52852,76535,.72185433,.40847999,.36023477,14.28
59386,95913,.59099436,.38239783,.40847999,6.4699998
56844,73881,.55385852,.43483648,.38239783,4.52
33882,101151,.61373037,.25091645,,5
49583,92322,.56975383,.34940982,,-1.29
59549,118437,.50291038,.33457127,.34940982,4.4899998
0,120890,.63181311,0,.33457127,-2.97
45843,47704,.6964286,.49005312,,1.53
64289,45587,.60504204,.585105,.49005312,64.339996
56158,52859,.44805196,.51513064,.585105,73.830002
77758,89820,.64661652,.46401078,.51513064,8.4200001
73046,74515,.64084506,.49502239,.46401078,22.5
72178,91103,.65968585,.44204774,.49502239,48.830002
74890,73601,.72571427,.50434035,.44204774,73.040001
80097,97012,.67500001,.45224693,.50434035,31.27
86680,95754,.70506912,.47513074,.45224693,45.07
88082,90903,.76344085,.49211946,.47513074,34.950001
57615,115765,.78348213,.33230478,.49211946,56.970001
61960,125916,.79854369,.32979199,.33230478,51.380001
51506,102716,.72372884,.33397311,.32979199,45.360001
51550,143670,.70667958,.26406106,.33397311,47.259998
54401,100793,.69380832,.35053545,.26406106,47.59
74925,125218,.73443091,.37435734,.35053545,38.009998
35721,116003,.69391304,.23543407,.37435734,36.459999
43152,145703,.72587413,.22849275,.23543407,60.139999
49868,103617,.67680609,.32490471,.22849275,27.299999
44571,150166,.64214462,.22887792,.32490471,18.469999
40248,118603,.65810966,.25336951,.22887792,35.27
51179,140096,.65404701,.26756763,.25336951,32.810001
56570,58413,.71186441,.49198577,,16.629999
68628,63797,.61603373,.51824051,.49198577,66.279999
77466,65015,.46357617,.54369354,.51824051,70.07
79722,80310,.64393938,.49816287,.54369354,21.41
70254,67682,.67132866,.50932318,.49816287,58.970001
83178,73606,.63440859,.5305261,.50932318,73.68
89167,55349,.72159094,.61700433,.5305261,58.799999
115042,56428,.77184469,.6709162,.61700433,
101754,51263,.7467249,.66498494,.6709162,71.110001
116875,34057,.73239434,.77435535,.66498494,76.589996
110877,54032,.75609756,.67235261,.77435535,56.73
128794,52475,.79383886,.71051311,.67235261,36.799999
146789,0,.7050243,1,.71051311,51.189999
124336,57809,.68370301,.682621,1,38.389999
111572,38106,.69884491,.74541348,.682621,58.330002
130175,53621,.70976812,.70825809,.74541348,50.98
61433,45335,.46478873,.57538778,.70825809,52.400002
86703,93621,.69001299,.48081785,.57538778,29.76
90371,78485,.72814208,.53519565,.48081785,59.290001
108430,76692,.6900115,.58572185,.53519565,55.169998
112405,46785,.73475933,.70610589,.58572185,74.029999
120706,0,.74686432,1,.70610589,
88219,0,.67670012,1,1,
138875,68112,.66513759,.67093587,1,
36954,62151,.74213839,.37287724,,-5.5799999
44345,68089,.63568771,.39440915,.37287724,2.9200001
51028,67135,.76351351,.43184415,.39440915,
51736,79859,.67346936,.39314565,.43184415,21.41
50373,62779,.61379308,.44517994,.39314565,30.35
55642,72125,.62903225,.43549585,.44517994,21.57
53402,64960,.67597765,.45117521,.43549585,12.6
65585,72061,.71179038,.47647589,.45117521,
64227,98190,.68020302,.39544505,.47647589,19.040001
68703,97114,.71508378,.41433024,.39544505,12.74
53044,107374,.74761903,.33066115,.41433024,5.7800002
55838,119522,.69180328,.31841925,.33066115,6.3000002
48738,93385,.66731143,.34292832,.31841925,14.02
57314,122628,.64130437,.31851375,.34292832,
89193,64416,.68117154,.58064955,.31851375,52.779999
122504,58489,.71303171,.67684388,.58064955,31.52
194216,47442,.70907617,.80368125,.67684388,44
106750,72999,.70516306,.59388369,.80368125,49.029999
96369,54212,.69176471,.63998115,.59388369,51.549999
134384,57466,.6658625,.70046389,.63998115,44.68
97135,46937,.71190214,.6742115,.70046389,48
133081,0,.72695035,1,.6742115,42.34
80686,50007,.66274971,.61737049,1,59.549999
166916,0,.62657613,1,.61737049,48.25
25073,33409,.77987421,.42873022,,9.5200005
40415,37261,.59514171,.5203023,.42873022,57.900002
36335,34640,.46987951,.51194084,.5203023,67.230003
57974,114672,.66911763,.33579695,.51194084,12.7
50796,91639,.61538464,.35662583,.33579695,.70999998
63610,127627,.53846157,.33262393,.35662583,23.98
61475,104156,.55063289,.37115636,.33262393,12.6
88486,142966,.71428573,.38230821,.37115636,31.27
68234,135847,.67099565,.33434764,.38230821,22.299999
96849,139817,.77040815,.40922228,.33434764,47.290001
51024,134414,.78125,.27515396,.40922228,49.700001
84137,141764,.74278843,.37245077,.27515396,65.260002
68743,101953,.74043262,.40272179,.37245077,51.669998
69728,139085,.69509804,.33392558,.40272179,37.73
59433,98985,.68351287,.3751657,.33392558,42.41
75435,130705,.71631688,.36594063,.3751657,42.59
47151,112711,.67514843,.29494813,.36594063,47
57745,138212,.63730568,.294682,.29494813,38.619999
59709,109198,.59509921,.35350221,.294682,37
104756,133948,.57491291,.43885314,.35350221,49.93
71381,100701,.56165922,.41480806,.43885314,31.389999
76424,152191,.573443,.33429128,.41480806,30.25
58967,89577,.55569619,.39696655,.33429128,31.35
127685,126312,.70083874,.50270277,.39696655,
20842,43142,.73376626,.32573768,,-12.69
25484,47715,.59900987,.34814683,.32573768,-2.22
29538,45986,.73913044,.39110747,.34814683,
48427,48019,.73972601,.50211519,.39110747,83.120003
50765,31136,.64625853,.61983371,.50211519,83.860001
51088,48129,.61979169,.51491177,.61983371,72.779999
51281,36170,.74576271,.58639693,.51491177,78.129997
60211,51746,.79059827,.53780466,.58639693,
93130,48726,.73076922,.65651083,.53780466,74.379997
117525,39513,.73099416,.74838573,.65651083,77.739998
83967,39024,.7121588,.6827085,.74838573,86.599998
96117,39671,.72311831,.70784605,.6827085,81.529999
72509,21572,.74438685,.7707082,.70784605,99.75
106158,72275,.7129724,.59494603,.7707082,77.18
93169,27116,.71000856,.77456874,.59494603,82.449997
114472,43308,.70743573,.72551656,.77456874,80.470001
68004,49992,.69072163,.57632464,.72551656,83
102545,44071,.73062259,.69941205,.57632464,101.07
120980,32780,.71194381,.78681064,.69941205,84.529999
163818,42616,.69515014,.79356116,.78681064,98.370003
104726,0,.72247189,1,.79356116,88.779999
135181,36719,.75147927,.78639323,1,98.400002
77636,30497,.71218961,.71796769,.78639323,81.940002
165633,61311,.63981479,.72984082,.71796769,101.88
20376,44264,.65714288,.31522277,,-12.69
30457,48760,.54132229,.38447556,.31522277,2.3599999
